Date_Time,POA1_IRR,ACTIVE_POWER
2025-01-10 09:01:40,479,5559.490234375
2025-01-10 09:02:39,494,5585.6201171875
2025-01-10 09:03:40,483,5589.3798828125
2025-01-10 09:04:41,491,5633.33984375
2025-01-10 09:05:40,491,5630.3798828125
2025-01-10 09:06:40,493,5724.35009765625
2025-01-10 09:07:41,500,5793.1201171875
2025-01-10 09:08:41,507,5805.60009765625
2025-01-10 09:09:40,502,5825.7998046875
2025-01-10 09:10:40,509,5919.02001953125
2025-01-10 09:11:41,515,5888.740234375
2025-01-10 09:12:40,507,5911.35009765625
2025-01-10 09:13:40,512,6045.10009765625
2025-01-10 09:14:41,528,6088.0498046875
2025-01-10 09:15:40,519,6018.490234375
2025-01-10 09:16:41,506,6051.8701171875
2025-01-10 09:17:40,521,6223.10009765625
2025-01-10 09:18:40,546,6321.490234375
2025-01-10 09:19:40,547,6365.31005859375
2025-01-10 09:20:40,551,6327.35009765625
2025-01-10 09:21:41,548,6415.72998046875
2025-01-10 09:22:40,549,6437.68994140625
2025-01-10 09:23:40,552,6409.8701171875
2025-01-10 09:24:39,541,6479.18017578125
2025-01-10 09:25:40,549,6577.3798828125
2025-01-10 09:26:40,567,6752.25
2025-01-10 09:27:41,603,6594.77978515625
2025-01-10 09:28:41,486,5823.9501953125
2025-01-10 09:29:40,356,5192.83984375
2025-01-10 09:30:41,450,5802.080078125
2025-01-10 09:31:40,469,5424
